0.08808081,0.405,0.04379778
-0.04004034,0.405,-0.02358744
-0.08416306,0.405,-0.05508858
-0.01816764,0.405,0.06425308
0.06657261,0.405,-0.03293177
-0.006216302,0.405,-0.00408464
0.03917348,0.405,0.0216698
-0.007259294,0.405,0.1106194
-0.1028598,0.405,0.003785949
0.08460344,0.405,-0.09987882
-0.1088427,0.405,0.04909402
-0.06692718,0.405,0.04197127
0.108754,0.405,-0.04725656
0.02105821,0.405,0.04081051
-0.04167417,0.405,0.104463
-0.03315859,0.405,0.04855221
0.0004277965,0.405,-0.09802413
-0.06254186,0.405,-0.01725845
0.06568708,0.405,-0.1046889
0.1008207,0.405,0.1018096
0.03652085,0.405,0.1064948
-0.09105124,0.405,0.09253953
-0.1189391,0.405,0.0142524
0.01013494,0.405,-0.05037609
-0.1158708,0.405,-0.0396764
-0.07660404,0.405,-0.01406015
0.07721733,0.405,0.07120032
0.1307391,0.4072937,-0.06967389
-0.1271448,0.4240985,-0.003881957
0.08320986,0.405,0.0919631
-0.05577274,0.405,-0.08332987
-0.05685549,0.4083973,0.034927
0.003348164,0.4137307,0.05620766
-0.05756492,0.405,-0.07085395
-0.1290419,0.4109522,0.06681906
-0.01118218,0.405,-0.1027878
0.05362996,0.405,-0.004024752
-0.009843455,0.405,0.1063204
0.03842495,0.405,0.08698316
-0.03030053,0.405,-0.09843091
-0.1424173,0.405,0.0896543
-0.06328977,0.405,0.09851068
-0.02703574,0.405,0.01239038
0.03290122,0.405,-0.007617821
0.1203683,0.405,0.01631644
0.09722211,0.405,0.09854931
0.02136177,0.405,0.111219
-0.02566714,0.4083011,-0.07384191
-0.1302807,0.4258296,0.05211151
0.0507574,0.405,-0.07593782
-0.05434166,0.405,0.1252746
-0.05936688,0.4238746,0.02196629
0.0143151,0.405,-0.03589936
-0.03834895,0.4213159,0.08751109
-0.008861561,0.405,-0.06707189
-0.05328669,0.4294786,0.03201399
0.09914975,0.405,-0.02448586
-0.1058205,0.405,-0.1048579
-0.08054487,0.4293487,0.08004612
-0.08071873,0.4356897,-0.04293342
-0.07418524,0.405,0.1513971
0.006733126,0.4216381,-0.006737419
-0.08339718,0.4272183,-0.06797183
0.1299854,0.405,0.1387476
0.06149723,0.4225182,0.09904942
