-0.1111685,0.405,-0.049632
-0.1298754,0.405,0.1864852
0.008063551,0.405,0.1099951
0.1862586,0.405,-0.06192697
-0.2805126,0.405,-0.03399216
-0.02950198,0.405,-0.2088934
-0.151379,0.405,0.2429361
-0.0651399,0.405,-0.281555
-0.1765707,0.405,0.08697328
0.09197453,0.405,0.1662945
-0.184702,0.405,-0.2179521
0.09002601,0.405,-0.04380455
-0.2921649,0.405,-0.08570104
0.2823684,0.405,-0.08504398
0.1122784,0.405,0.006333929
0.1466183,0.405,-0.2479299
0.06572478,0.405,-0.1874373
-0.00729246,0.405,-0.01411179
-0.2314036,0.405,0.175654
0.03677488,0.405,0.1910413
-0.07723545,0.405,0.2863765
-0.3529834,0.405,0.01011767
0.1352852,0.405,0.2151502
-0.2788804,0.405,-0.2020986
-0.2860013,0.405,0.1701282
0.1289891,0.405,-0.2947392
-0.3365611,0.405,0.05905474
0.2558463,0.405,0.05931295
0.01301517,0.405,0.2405741
-0.3668675,0.405,0.1032982
0.01909154,0.405,-0.1694772
-0.2625472,0.405,0.2142664
0.1584874,0.405,-0.1064273
-0.2438975,0.405,-0.07387063
-0.2408888,0.405,0.003280354
-0.2217817,0.405,-0.1197617
0.02544619,0.405,-0.2884955
0.06263759,0.405,0.2334477
-0.377206,0.405,-0.03412315
0.2614568,0.405,0.1088097
-0.1056137,0.4049999,0.3276969
-0.1613639,0.405,-0.3128886
-0.3334775,0.405,-0.1135084
0.2223276,0.405,-0.1847535
0.3043938,0.405,-0.1297282
-0.01779856,0.405,-0.3609344
0.1684635,0.405,-0.2033612
0.3495227,0.405,0.09236042
-0.3033573,0.405,0.01021324
-0.2693395,0.405,-0.2559536
0.2492664,0.405,-0.129076
-0.194215,0.4049999,0.332939
0.0003412525,0.4049999,0.3386625
-0.1302296,0.405,-0.4582612
-0.3737704,0.405,-0.08391508
-0.3864752,0.405,0.05697635
0.144493,0.405,0.1520497
0.2567333,0.405,-0.2230099
-0.2418916,0.405,0.2651403
0.0293461,0.405,-0.3383242
0.02495785,0.405,-0.2387047
-0.1801651,0.4459369,0.4492337
-0.09931464,0.405,0.1471648
0.2186346,0.405,-0.3167965
-0.3347614,0.405,0.160025
0.1482582,0.405,0.2709958
-0.1150939,0.405,0.05535579
-0.2107883,0.405,0.226143
-0.2538221,0.405,-0.1592595
0.181588,0.405,0.2338387
-0.2903163,0.405,-0.3872427
0.3042984,0.405,0.02846796
0.07911565,0.405,-0.2958199
0.3519174,0.405,0.1422019
0.301457,0.405,0.07897703
-0.07684915,0.4416631,0.3459332
-0.265596,0.405,0.3087968
-0.1943296,0.4049999,0.3832155
0.2219837,0.405,0.2633474
-0.146934,0.405,-0.3607223
0.05236547,0.4049999,0.3289576
0.2334167,0.405,-0.07536846
0.3312966,0.405,-0.07492343
-0.3858935,0.4406563,-0.1178138
0.2933016,0.405,-0.2569882
-0.3656811,0.405,-0.2297725
0.1789465,0.405,-0.286095
-0.3692137,0.405,-0.1484321
-0.3322017,0.405,-0.05579522
0.03299368,0.405,0.06707227
0.06455512,0.4049999,0.3773358
-0.05417355,0.405,-0.3951581
-0.04284989,0.405,-0.08302343
0.256589,0.4050001,-0.4965838
0.3525222,0.405,0.0424925
-0.1229657,0.405,-0.2238924
-0.2213673,0.405,-0.4278903
-0.01987099,0.4049999,0.4317904
0.1020009,0.4049999,0.3235236
0.07656923,0.405,-0.3638101
-0.3161569,0.405,-0.235469
-0.1956175,0.405,-0.3496355
0.07426976,0.405,0.09674454
-0.2738784,0.405,-0.3056572
0.3751548,0.405,-0.1834576
-0.006643517,0.405,0.2893426
0.2100965,0.405,-0.3681315
-0.4146292,0.405,-0.239497
0.2413416,0.405,-0.2712807
0.4250406,0.405,-0.09326072
0.4066398,0.405,0.07936863
0.4017394,0.405,0.0297043
0.1836755,0.405,0.30639
-0.2160565,0.405,0.1278878
0.01879495,0.4049999,0.4634274
0.3256986,0.405,0.1953846
0.1856047,0.405,0.1840139
0.3622209,0.405,-0.1142844
0.4151869,0.4490572,-0.1145977
-0.2374898,0.4049999,0.3579526
-0.3412407,0.405,0.252853
-0.3613968,0.405,0.2023069
-0.3231195,0.405,-0.2848987
0.01041496,0.405,-0.4019878
0.4198056,0.405,-0.04361841
0.2112299,0.405,0.08215749
-0.02589549,0.405,-0.4363637
0.1472896,0.4049999,0.3445704
-0.4168718,0.405,0.1028728
-0.0420356,0.4049999,0.3770988
0.2567615,0.405,-0.3503793
0.2800404,0.405,-0.1736636
-0.01390617,0.405,0.05087825
0.2765136,0.405,0.1875886
0.119149,0.405,-0.3943821
-0.4256304,0.405,-0.04593611
-0.1008086,0.405,-0.1791878
-0.1407513,0.4049999,0.3632371
-0.1112427,0.4049999,0.4450003
0.2675274,0.405,0.2839827
-0.1041557,0.4506937,0.4775948
0.1612542,0.405,-0.3574656
0.1961885,0.4049999,0.3546593
0.1279421,0.405,-0.4528667
-0.06833497,0.4049999,0.4196563
0.008885714,0.4049999,0.3879558
0.05144403,0.4049999,0.4256354
-0.3385673,0.405,-0.1881229
-0.4025751,0.405,0.1507868
0.2390064,0.4049999,0.3250655
0.2418517,0.4049999,0.3750468
0.2926779,0.4049999,0.3272096
-0.07973685,0.405,0.1933015
-0.2945352,0.4049999,0.3496252
-0.1587058,0.405,0.0291857
0.4052145,0.405,-0.1395311
0.149058,0.4049999,0.394639
-0.2440965,0.405,-0.3672864
0.3753145,0.405,0.196215
-0.2032656,0.4049999,0.4322809
-0.0586161,0.4049999,0.4686655
0.3109172,0.405,-0.342956
0.4998964,0.405,0.08638491
0.3230012,0.405,-0.2018371
-0.4160737,0.405,0.012486
0.02803728,0.405,-0.4496511
0.1178862,0.405,-0.2008153
0.04386494,0.405,0.2798198
-0.1811725,0.405,-0.3975792
-0.2537987,0.4049999,0.4070141
0.4691028,0.405,-0.03655392
-0.1515451,0.4049999,0.4129617
-0.07370719,0.405,-0.2318513
-0.5015086,0.405,-0.03871138
0.1996105,0.405,-0.1346191
0.1777329,0.405,-0.4559695
-0.05367998,0.4050001,-0.4788819
-0.2914998,0.405,0.2597538
-0.1225349,0.405,-0.4088569
-0.3682857,0.4468044,-0.3527746
0.09649264,0.405,0.2703297
-0.3180027,0.405,0.1134664
-0.4113638,0.405,0.2000719
-0.2239018,0.405,-0.3087155
-0.4498647,0.405,-0.1973329
-0.08154709,0.405,-0.4373649
0.3948464,0.4518011,-0.247972
-0.1794801,0.4050001,-0.4666868
0.2917715,0.4049999,0.377025
-0.09605458,0.405,-0.3665828
0.1233517,0.405,0.1069283
0.05962008,0.405,-0.410825
-0.02099849,0.405,-0.258157
0.3199354,0.405,-0.0189855
0.04857227,0.4221514,-0.4918265
-0.1746397,0.405,-0.08035621
-0.4219874,0.405,-0.09697696
0.3914589,0.405,-0.2307005
-0.3068316,0.4049999,0.397854
0.4594309,0.4483337,0.03450587
0.2682589,0.4459372,0.3934255
0.3268938,0.405,-0.2940234
0.2162729,0.405,0.1318587
-0.4958951,0.405,-0.1150645
0.302134,0.405,0.1378561
0.4471277,0.405,0.008803145
0.368801,0.405,-0.03594935
0.3761485,0.405,-0.2856029
-0.1669593,0.405,0.1360867
-0.2395926,0.405,0.08253315
-0.4376881,0.405,0.05758764
-0.3125073,0.405,0.2124671
0.01719129,0.405,-0.05770785
0.434428,0.405,0.1445817
0.08726158,0.405,-0.240705
-0.3096884,0.405,-0.3404408
0.3442589,0.405,-0.2471365
0.04624578,0.405,0.1421309
-0.3030327,0.405,-0.1530639
0.2782548,0.405,-0.3052628
0.4844006,0.405,0.2814927
0.4277385,0.405,-0.1842823
0.4851683,0.4393472,-0.1179129
0.3273886,0.405,0.28868
-0.4666542,0.405,-0.07454325
-0.3485994,0.405,-0.3717424
-0.03163151,0.452476,0.5052577
-0.2882805,0.4049999,0.4443173
-0.05265845,0.405,-0.03418655
0.2704532,0.4466563,0.3435461
0.2456185,0.405,-0.4033333
0.02988193,0.4049999,0.5121287
0.1739933,0.405,-0.4057933
0.2706371,0.405,-0.009654215
0.4249568,0.405,0.2018396
-0.470658,0.405,0.0006474411
0.4781303,0.405,-0.1827121
0.4941716,0.405,0.02592731
0.4569408,0.405,0.05926313
-0.323783,0.4411787,-0.3956746
-0.435095,0.4493455,-0.1158859
0.05017679,0.4464875,-0.3568754
-0.1592837,0.405,-0.2608331
0.1011943,0.405,-0.1522716
-0.04835081,0.4049999,0.3275328
0.3375119,0.4275607,-0.1596779
-0.4025558,0.4437906,-0.01541382
-0.1819725,0.405,0.1835207
0.411983,0.4476115,0.05378561
0.3604613,0.405,0.2439241
0.4097874,0.405,0.2519313
-0.01793653,0.4049999,0.4976394
-0.4182197,0.405,-0.1582923
-0.4297898,0.405,-0.2901285
0.336963,0.4049999,0.3556303
-0.2793031,0.4466128,0.3962518
0.2836357,0.405,0.236791
0.4551544,0.405,-0.1383533
0.2081153,0.4167672,-0.4939193
0.1217146,0.4049999,0.4577732
-0.2681702,0.405,0.1234994
0.5195358,0.405,0.1701963
0.04230117,0.441123,0.1087718
0.1982421,0.4049999,0.4046259
-0.1262038,0.4182838,0.2841508
0.1723427,0.4138603,0.1115088
-0.4519274,0.444787,-0.02300929
0.1771851,0.4528115,-0.4414587
-0.1742571,0.405,0.2872553
-0.3910369,0.405,0.2572552
0.4522086,0.4490999,0.1695716
0.006415891,0.4463782,-0.2619369
0.2336442,0.405,-0.4519034
-0.3711788,0.4495835,-0.2972184
0.2185591,0.4473203,0.3879414
-0.2772516,0.405,-0.4419153
-0.0797464,0.405,0.1013285
0.4712721,0.405,0.1830288
0.03730508,0.4466627,0.3814382
0.4414738,0.405,-0.2323179
-0.3776977,0.405,-0.3269721
0.4834145,0.405,0.134565
-0.09904569,0.4353642,-0.4828834
0.1002612,0.4374328,-0.4274148
-0.3503709,0.4482414,0.3316742
0.3010331,0.4049999,0.4261501
0.1398712,0.405,-0.04330631
